Number_Plate,Vehicle_Type,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported
KCC 989T,Truck,Brake Pads,Braking System,FarmEquip Co,14825.7,2025-06-07,Electrical fault
KCC 989T,Truck,Oil Filter,Engine,BKT,14166.86,2025-03-06,Tyre worn out
KCC 989T,Truck,Battery,Electrical,AutoPro Ltd,2755.1,2024-10-06,Brake failure
KCC 989T,Truck,Air Filter,Air Intake,Goodyear,2329.97,2024-08-11,Overheating
KCC 989T,Truck,Air Filter,Air Intake,Gallant,10744.64,2025-02-21,Oil leak
KCN 219X,Truck,Brake Pads,Braking System,HeavyDuty Supplies,11591.84,2024-12-05,Electrical fault
KCN 219X,Truck,Radiator,Cooling System,SpareHub,10543.64,2024-09-16,Oil leak
KCN 219X,Truck,Hydraulic Pump,Hydraulics,Gallant,2687.43,2024-07-09,Battery issue
KCN 219X,Truck,Oil Filter,Engine,PowerAuto,5239.16,2025-01-15,Low power
KCN 219X,Truck,Air Filter,Air Intake,PowerAuto,5969.93,2025-05-27,Overheating
KCN 219X,Truck,Alternator,Electrical,DieselParts,2817.81,2025-05-01,Hydraulic issue
KCN 219X,Truck,Battery,Electrical,SpareHub,11963.81,2024-08-15,Engine noise
KCN 219X,Truck,Tyre,Wheels,Aeolus,10764.46,2025-03-13,Battery issue
KBN 906Y,Truck,Air Filter,Air Intake,TurboTraders,4966.55,2025-05-08,Engine noise
KBN 906Y,Truck,Air Filter,Air Intake,PowerAuto,12623.16,2025-03-01,Battery issue
KBN 906Y,Truck,Oil Filter,Engine,TurboTraders,7523.23,2024-11-14,Oil leak
KBN 906Y,Truck,Fuel Pump,Fuel System,DieselParts,7757.58,2025-01-20,Routine service
KBN 906Y,Truck,Alternator,Electrical,FarmEquip Co,2575.93,2025-01-29,Routine service
KBN 906Y,Truck,Tyre,Wheels,JKT,6505.36,2025-02-16,Hydraulic issue
KBN 710V,Truck,Tyre,Wheels,Gallant,6618.46,2025-01-18,Routine service
KBN 710V,Truck,Battery,Electrical,HeavyDuty Supplies,5280.19,2024-12-15,Routine service
KBN 710V,Truck,Air Filter,Air Intake,JKT,2338.55,2025-03-16,Engine noise
KBN 710V,Truck,Radiator,Cooling System,Gallant,2359.49,2024-07-24,Electrical fault
KDL 727K,Truck,Radiator,Cooling System,SpareHub,10863.04,2024-08-01,Electrical fault
KDL 727K,Truck,Spark Plug,Ignition,TechFix,12351.66,2024-08-03,Routine service
KDL 727K,Truck,Oil Filter,Engine,TechFix,4547.12,2025-04-03,Brake failure
KDL 727K,Truck,Alternator,Electrical,DieselParts,6093.09,2025-04-18,Engine noise
KDL 727K,Truck,Hydraulic Pump,Hydraulics,HeavyDuty Supplies,1819.39,2025-01-16,Battery issue
KDL 727K,Truck,Alternator,Electrical,Gallant,13442.22,2024-11-04,Low power
KDL 727K,Truck,Air Filter,Air Intake,TechFix,12237.71,2025-04-12,Battery issue
KBZ 901B,Truck,Spark Plug,Ignition,AutoPro Ltd,13106.85,2025-03-14,Hydraulic issue
KBZ 901B,Truck,Spark Plug,Ignition,HeavyDuty Supplies,7378.13,2025-05-25,Brake failure
KBZ 901B,Truck,Oil Filter,Engine,SpareHub,10506.71,2024-06-29,Tyre worn out
KBZ 901B,Truck,Alternator,Electrical,DieselParts,12204.43,2024-12-16,Hydraulic issue
KBZ 901B,Truck,Alternator,Electrical,JKT,5198.47,2024-11-04,Hydraulic issue
KBZ 453N,Truck,Battery,Electrical,SpareHub,13919.99,2024-06-28,Electrical fault
KBZ 453N,Truck,Oil Filter,Engine,SpareHub,9108.24,2025-04-15,Tyre worn out
KBZ 453N,Truck,Air Filter,Air Intake,MechWorks,13478.19,2024-07-11,Oil leak
KBZ 453N,Truck,Brake Pads,Braking System,TechFix,2445.15,2024-07-20,Brake failure
KBZ 453N,Truck,Alternator,Electrical,PowerAuto,12989.19,2024-07-02,Engine noise
KBZ 453N,Truck,Air Filter,Air Intake,TurboTraders,5798.53,2024-09-22,Hydraulic issue
KBX 672A,Truck,Tyre,Wheels,Gallant,9555.6,2025-03-20,Brake failure
KBX 672A,Truck,Radiator,Cooling System,FarmEquip Co,14613.34,2025-05-14,Engine noise
KBX 672A,Truck,Tyre,Wheels,Goodyear,12395.17,2024-07-25,Low power
KBX 672A,Truck,Brake Pads,Braking System,PartsPlus,4282.18,2025-05-23,Overheating
KDM 508D,Truck,Battery,Electrical,FarmEquip Co,4444.13,2025-06-14,Electrical fault
KDM 508D,Truck,Spark Plug,Ignition,Aeolus,6247.01,2024-06-26,Routine service
KDM 508D,Truck,Alternator,Electrical,SpareHub,6305.48,2024-10-05,Overheating
KDM 508D,Truck,Oil Filter,Engine,DieselParts,8834.83,2024-10-15,Battery issue
KDM 508D,Truck,Radiator,Cooling System,AutoPro Ltd,3379.33,2024-12-23,Routine service
KDG 968J,Truck,Fuel Pump,Fuel System,Gallant,7580.84,2024-08-30,Electrical fault
KDG 968J,Truck,Hydraulic Pump,Hydraulics,DieselParts,14443.85,2024-08-21,Battery issue
KDG 968J,Truck,Air Filter,Air Intake,Gallant,14485.26,2024-07-18,Hydraulic issue
KDG 968J,Truck,Oil Filter,Engine,FarmEquip Co,7394.28,2025-03-12,Battery issue
KDG 968J,Truck,Fuel Pump,Fuel System,SpareHub,10789.49,2024-09-23,Low power
KDG 968J,Truck,Alternator,Electrical,DieselParts,2914.45,2024-07-29,Battery issue
KCH 477N,Truck,Brake Pads,Braking System,TechFix,2317.69,2025-01-04,Electrical fault
KCH 477N,Truck,Brake Pads,Braking System,MechWorks,12640.19,2024-06-17,Brake failure
KCH 477N,Truck,Spark Plug,Ignition,Goodyear,10622.61,2025-01-01,Battery issue
KCH 477N,Truck,Oil Filter,Engine,PowerAuto,9196.73,2025-02-18,Overheating
KCH 477N,Truck,Radiator,Cooling System,HeavyDuty Supplies,13212.96,2024-12-15,Hydraulic issue
KDG 494J,Truck,Spark Plug,Ignition,HeavyDuty Supplies,1944.75,2025-05-28,Tyre worn out
KDG 494J,Truck,Radiator,Cooling System,Gallant,4671.95,2024-09-21,Brake failure
KDG 494J,Truck,Hydraulic Pump,Hydraulics,FarmEquip Co,8749.18,2024-08-14,Electrical fault
KDG 494J,Truck,Fuel Pump,Fuel System,FarmEquip Co,9610.64,2024-10-02,Electrical fault
KDG 494J,Truck,Spark Plug,Ignition,TurboTraders,2120.59,2024-06-23,Brake failure
KDG 494J,Truck,Hydraulic Pump,Hydraulics,AutoPro Ltd,5230.08,2025-01-28,Routine service
KBN 916J,Probox,Battery,Electrical,FarmEquip Co,8673.58,2024-06-24,Engine noise
KBN 916J,Probox,Battery,Electrical,DieselParts,14720.65,2024-07-31,Low power
KBN 916J,Probox,Battery,Electrical,PartsPlus,4598.28,2024-07-30,Low power
KBN 916J,Probox,Air Filter,Air Intake,PowerAuto,12465.2,2025-01-26,Tyre worn out
KBN 916J,Probox,Brake Pads,Braking System,Aeolus,3614.37,2024-06-21,Routine service
KBN 916J,Probox,Hydraulic Pump,Hydraulics,AutoPro Ltd,14155.66,2024-10-17,Hydraulic issue
KBN 916J,Probox,Hydraulic Pump,Hydraulics,JKT,8460.27,2024-09-26,Electrical fault
KDJ 632M,Probox,Brake Pads,Braking System,Aeolus,10682.47,2024-10-16,Low power
KDJ 632M,Probox,Radiator,Cooling System,Goodyear,9320.35,2025-03-31,Routine service
KDJ 632M,Probox,Brake Pads,Braking System,Gallant,9927.84,2025-01-30,Electrical fault
KDJ 632M,Probox,Air Filter,Air Intake,Goodyear,8530.24,2024-11-22,Electrical fault
KDJ 632M,Probox,Alternator,Electrical,HeavyDuty Supplies,9645.58,2025-01-16,Overheating
KDJ 632M,Probox,Air Filter,Air Intake,Gallant,13109.63,2024-07-07,Brake failure
KDJ 632M,Probox,Brake Pads,Braking System,PowerAuto,7543.94,2025-03-29,Routine service
KDJ 632M,Probox,Alternator,Electrical,AutoPro Ltd,8514.3,2024-07-15,Electrical fault
KDA 416K,Probox,Brake Pads,Braking System,Aeolus,12951.39,2024-07-26,Tyre worn out
KDA 416K,Probox,Radiator,Cooling System,Goodyear,4250.98,2025-03-08,Low power
KDA 416K,Probox,Air Filter,Air Intake,SpareHub,4958.9,2025-03-30,Hydraulic issue
KDA 416K,Probox,Radiator,Cooling System,JKT,13054.78,2025-02-16,Low power
KDA 416K,Probox,Battery,Electrical,HeavyDuty Supplies,10021.38,2025-01-30,Low power
KDA 416K,Probox,Tyre,Wheels,Aeolus,10633.02,2024-08-13,Hydraulic issue
KDA 416K,Probox,Alternator,Electrical,DieselParts,7662.12,2024-09-09,Brake failure
KDA 416K,Probox,Radiator,Cooling System,SpareHub,11919.88,2024-11-29,Overheating
KBX 659W,Probox,Hydraulic Pump,Hydraulics,JKT,5124.32,2025-04-19,Battery issue
KBX 659W,Probox,Radiator,Cooling System,SpareHub,11385.56,2025-05-12,Tyre worn out
KBX 659W,Probox,Battery,Electrical,Goodyear,8781.53,2024-07-07,Tyre worn out
KBX 659W,Probox,Spark Plug,Ignition,MechWorks,4532.8,2024-10-08,Tyre worn out
KBX 659W,Probox,Hydraulic Pump,Hydraulics,JKT,14903.03,2024-06-21,Oil leak
KDL 774F,Probox,Fuel Pump,Fuel System,Aeolus,1512.36,2025-03-12,Tyre worn out
KDL 774F,Probox,Hydraulic Pump,Hydraulics,PartsPlus,9056.88,2025-02-28,Overheating
KDL 774F,Probox,Brake Pads,Braking System,Aeolus,10769.41,2024-07-01,Electrical fault
KDL 774F,Probox,Fuel Pump,Fuel System,MechWorks,12822.53,2024-12-12,Brake failure
KDJ 579F,Probox,Battery,Electrical,Gallant,3167.12,2025-05-11,Routine service
KDJ 579F,Probox,Tyre,Wheels,Gallant,5428.46,2024-11-18,Electrical fault
KDJ 579F,Probox,Tyre,Wheels,Aeolus,5620.39,2024-09-02,Electrical fault
KDJ 579F,Probox,Battery,Electrical,TurboTraders,4245.61,2025-05-31,Overheating
KDJ 579F,Probox,Hydraulic Pump,Hydraulics,Goodyear,11238.27,2025-05-15,Overheating
KDJ 579F,Probox,Oil Filter,Engine,MechWorks,4194.9,2025-05-08,Oil leak
KDJ 579F,Probox,Radiator,Cooling System,FarmEquip Co,13072.13,2024-08-04,Brake failure
KBX 706U,Probox,Battery,Electrical,Goodyear,14875.85,2025-05-09,Hydraulic issue
KBX 706U,Probox,Air Filter,Air Intake,Goodyear,3039.93,2024-08-01,Electrical fault
KBX 706U,Probox,Spark Plug,Ignition,PartsPlus,2217.99,2024-12-26,Routine service
KBX 706U,Probox,Air Filter,Air Intake,TechFix,13230.8,2025-06-13,Engine noise
KBX 706U,Probox,Brake Pads,Braking System,SpareHub,1751.91,2025-01-28,Hydraulic issue
KBX 706U,Probox,Hydraulic Pump,Hydraulics,BKT,8816.2,2024-07-11,Hydraulic issue
KBX 706U,Probox,Hydraulic Pump,Hydraulics,TechFix,11468.37,2025-04-24,Tyre worn out
KBN 279V,Probox,Radiator,Cooling System,TechFix,3186.04,2024-12-14,Battery issue
KBN 279V,Probox,Air Filter,Air Intake,JKT,5765.81,2024-10-27,Hydraulic issue
KBN 279V,Probox,Oil Filter,Engine,Aeolus,5421.04,2024-08-14,Tyre worn out
KBN 279V,Probox,Radiator,Cooling System,Aeolus,3898.85,2024-11-14,Low power
KBN 279V,Probox,Battery,Electrical,MechWorks,12747.63,2025-05-22,Tyre worn out
KBN 279V,Probox,Oil Filter,Engine,Aeolus,9867.07,2025-01-20,Engine noise
KBN 279V,Probox,Air Filter,Air Intake,HeavyDuty Supplies,13838.06,2025-03-20,Tyre worn out
KDG 184M,Probox,Spark Plug,Ignition,FarmEquip Co,6758.75,2025-05-23,Routine service
KDG 184M,Probox,Spark Plug,Ignition,MechWorks,10738.58,2024-08-21,Electrical fault
KDG 184M,Probox,Oil Filter,Engine,JKT,9306.48,2024-08-20,Engine noise
KDG 184M,Probox,Fuel Pump,Fuel System,SpareHub,3078.54,2025-04-22,Overheating
KDG 184M,Probox,Alternator,Electrical,SpareHub,13840.06,2024-07-25,Electrical fault
KCH 220N,Probox,Oil Filter,Engine,Gallant,14263.09,2024-11-19,Engine noise
KCH 220N,Probox,Fuel Pump,Fuel System,FarmEquip Co,2677.67,2024-12-27,Oil leak
KCH 220N,Probox,Fuel Pump,Fuel System,Gallant,14758.14,2024-07-06,Low power
KCH 220N,Probox,Oil Filter,Engine,TurboTraders,3982.62,2024-10-29,Routine service
KDM 530Y,Probox,Fuel Pump,Fuel System,BKT,2014.19,2024-11-30,Low power
KDM 530Y,Probox,Radiator,Cooling System,FarmEquip Co,3803.91,2024-10-16,Hydraulic issue
KDM 530Y,Probox,Oil Filter,Engine,PartsPlus,8927.3,2024-07-28,Overheating
KDM 530Y,Probox,Spark Plug,Ignition,HeavyDuty Supplies,9374.42,2025-05-15,Electrical fault
KDJ 541F,Probox,Oil Filter,Engine,Goodyear,2480.99,2025-03-31,Oil leak
KDJ 541F,Probox,Alternator,Electrical,SpareHub,12885.48,2024-07-30,Low power
KDJ 541F,Probox,Radiator,Cooling System,Gallant,4073.78,2025-02-27,Brake failure
KDJ 541F,Probox,Battery,Electrical,AutoPro Ltd,10326.7,2024-10-02,Engine noise
KCC 775Z,Probox,Air Filter,Air Intake,SpareHub,14731.88,2025-05-19,Low power
KCC 775Z,Probox,Spark Plug,Ignition,JKT,6943.02,2025-05-28,Engine noise
KCC 775Z,Probox,Fuel Pump,Fuel System,Aeolus,3516.72,2024-10-02,Brake failure
KCC 775Z,Probox,Air Filter,Air Intake,PowerAuto,1886.64,2025-05-27,Engine noise
KCC 775Z,Probox,Spark Plug,Ignition,BKT,13369.13,2025-04-04,Hydraulic issue
KCC 775Z,Probox,Brake Pads,Braking System,PartsPlus,7956.64,2025-05-14,Electrical fault
KCH 440T,Probox,Brake Pads,Braking System,TechFix,1776.3,2024-09-26,Overheating
KCH 440T,Probox,Fuel Pump,Fuel System,SpareHub,9818.62,2024-12-09,Routine service
KCH 440T,Probox,Spark Plug,Ignition,PowerAuto,12518.61,2025-01-30,Tyre worn out
KCH 440T,Probox,Tyre,Wheels,JKT,8810.67,2025-06-16,Battery issue
KCH 440T,Probox,Fuel Pump,Fuel System,TechFix,10029.42,2024-10-20,Overheating
KCH 440T,Probox,Battery,Electrical,SpareHub,9931.91,2024-08-06,Engine noise
KCH 440T,Probox,Tyre,Wheels,BKT,4043.72,2024-10-04,Tyre worn out
KCH 440T,Probox,Spark Plug,Ignition,AutoPro Ltd,2537.4,2024-11-29,Brake failure
KDA 652E,Probox,Hydraulic Pump,Hydraulics,BKT,13653.34,2025-04-04,Brake failure
KDA 652E,Probox,Battery,Electrical,HeavyDuty Supplies,13411.51,2024-10-15,Electrical fault
KDA 652E,Probox,Tyre,Wheels,Aeolus,9589.82,2024-10-24,Hydraulic issue
KDA 652E,Probox,Battery,Electrical,BKT,10103.75,2024-11-25,Electrical fault
KDA 652E,Probox,Air Filter,Air Intake,TurboTraders,2339.12,2025-01-02,Engine noise
KDA 652E,Probox,Tyre,Wheels,Aeolus,6958.94,2024-07-02,Battery issue
KDA 652E,Probox,Hydraulic Pump,Hydraulics,TurboTraders,6715.37,2024-12-02,Engine noise
KCH 123C,Probox,Radiator,Cooling System,PowerAuto,8174.97,2025-01-10,Low power
KCH 123C,Probox,Battery,Electrical,Goodyear,7585.0,2024-09-11,Electrical fault
KCH 123C,Probox,Brake Pads,Braking System,PartsPlus,2123.99,2024-08-19,Hydraulic issue
KCH 123C,Probox,Fuel Pump,Fuel System,PowerAuto,5645.68,2024-11-15,Routine service
KCH 123C,Probox,Oil Filter,Engine,Aeolus,2462.09,2025-01-18,Overheating
KCH 123C,Probox,Alternator,Electrical,MechWorks,8602.12,2025-03-15,Electrical fault
KCH 123C,Probox,Alternator,Electrical,Aeolus,8699.8,2024-11-12,Low power
KCH 123C,Probox,Brake Pads,Braking System,Gallant,9319.36,2025-05-28,Battery issue
KDM 524W,Probox,Fuel Pump,Fuel System,HeavyDuty Supplies,13106.68,2025-02-24,Electrical fault
KDM 524W,Probox,Oil Filter,Engine,FarmEquip Co,11515.75,2025-03-29,Routine service
KDM 524W,Probox,Alternator,Electrical,BKT,7723.03,2024-10-30,Hydraulic issue
KDM 524W,Probox,Air Filter,Air Intake,FarmEquip Co,7706.9,2025-02-02,Oil leak
KDM 524W,Probox,Oil Filter,Engine,TechFix,13417.9,2024-12-29,Oil leak
KDM 524W,Probox,Fuel Pump,Fuel System,TechFix,4582.1,2024-07-03,Engine noise
KDM 524W,Probox,Brake Pads,Braking System,AutoPro Ltd,10055.26,2025-04-04,Routine service
KDM 524W,Probox,Radiator,Cooling System,DieselParts,14399.16,2025-02-01,Engine noise
KBX 250Z,Probox,Battery,Electrical,TurboTraders,13842.84,2025-03-26,Battery issue
KBX 250Z,Probox,Air Filter,Air Intake,TurboTraders,4722.44,2025-02-13,Engine noise
KBX 250Z,Probox,Brake Pads,Braking System,FarmEquip Co,5628.85,2024-06-19,Low power
KBX 250Z,Probox,Oil Filter,Engine,TechFix,10616.58,2024-10-25,Hydraulic issue
KBX 250Z,Probox,Spark Plug,Ignition,BKT,9402.92,2024-11-17,Engine noise
KBX 250Z,Probox,Brake Pads,Braking System,HeavyDuty Supplies,7321.88,2024-11-16,Routine service
KDL 614N,Probox,Spark Plug,Ignition,AutoPro Ltd,14946.95,2024-06-18,Battery issue
KDL 614N,Probox,Brake Pads,Braking System,SpareHub,4987.88,2025-02-23,Battery issue
KDL 614N,Probox,Tyre,Wheels,Goodyear,14713.83,2025-02-20,Brake failure
KDL 614N,Probox,Tyre,Wheels,Goodyear,7772.85,2025-04-22,Overheating
KDL 614N,Probox,Air Filter,Air Intake,Aeolus,12750.44,2024-09-15,Tyre worn out
KDL 614N,Probox,Tyre,Wheels,JKT,10309.93,2024-09-03,Hydraulic issue
KDL 614N,Probox,Fuel Pump,Fuel System,TechFix,13846.58,2025-03-08,Routine service
KDJ 965H,Probox,Air Filter,Air Intake,Aeolus,3926.44,2024-08-22,Oil leak
KDJ 965H,Probox,Battery,Electrical,BKT,4512.07,2024-07-02,Battery issue
KDJ 965H,Probox,Oil Filter,Engine,DieselParts,6010.36,2025-05-27,Battery issue
KDJ 965H,Probox,Alternator,Electrical,HeavyDuty Supplies,7517.91,2025-04-19,Battery issue
KDJ 965H,Probox,Oil Filter,Engine,DieselParts,14714.24,2025-03-06,Overheating
KDJ 965H,Probox,Alternator,Electrical,BKT,13517.68,2024-08-10,Engine noise
KCC 250U,Landcruiser,Hydraulic Pump,Hydraulics,Gallant,10900.31,2024-06-27,Oil leak
KCC 250U,Landcruiser,Alternator,Electrical,DieselParts,2749.69,2024-07-09,Engine noise
KCC 250U,Landcruiser,Fuel Pump,Fuel System,FarmEquip Co,2719.75,2024-09-16,Electrical fault
KCC 250U,Landcruiser,Spark Plug,Ignition,FarmEquip Co,7794.1,2024-11-17,Brake failure
KCC 250U,Landcruiser,Hydraulic Pump,Hydraulics,Goodyear,14423.0,2024-12-01,Engine noise
KCC 250U,Landcruiser,Hydraulic Pump,Hydraulics,Gallant,7901.06,2024-08-19,Low power
KDG 927S,Landcruiser,Oil Filter,Engine,Aeolus,5545.22,2024-11-01,Oil leak
KDG 927S,Landcruiser,Hydraulic Pump,Hydraulics,Gallant,3302.35,2024-12-11,Brake failure
KDG 927S,Landcruiser,Radiator,Cooling System,Gallant,7106.78,2025-05-10,Overheating
KDG 927S,Landcruiser,Tyre,Wheels,Goodyear,2472.06,2025-05-18,Hydraulic issue
KDG 927S,Landcruiser,Fuel Pump,Fuel System,Goodyear,2017.12,2025-02-11,Hydraulic issue
KBZ 580G,Landcruiser,Hydraulic Pump,Hydraulics,Goodyear,7967.69,2024-07-29,Brake failure
KBZ 580G,Landcruiser,Oil Filter,Engine,TechFix,10832.73,2025-01-09,Tyre worn out
KBZ 580G,Landcruiser,Hydraulic Pump,Hydraulics,FarmEquip Co,14402.43,2025-02-21,Routine service
KBZ 580G,Landcruiser,Radiator,Cooling System,SpareHub,4742.86,2024-07-04,Low power
KCN 439X,Landcruiser,Spark Plug,Ignition,PartsPlus,7933.8,2024-07-14,Engine noise
KCN 439X,Landcruiser,Alternator,Electrical,Aeolus,7498.31,2025-01-07,Hydraulic issue
KCN 439X,Landcruiser,Hydraulic Pump,Hydraulics,DieselParts,7860.01,2024-10-19,Hydraulic issue
KCN 439X,Landcruiser,Oil Filter,Engine,JKT,12071.8,2024-08-02,Oil leak
KCN 439X,Landcruiser,Radiator,Cooling System,TurboTraders,8077.74,2025-01-26,Oil leak
KCN 439X,Landcruiser,Battery,Electrical,BKT,9055.27,2024-07-21,Routine service
KCN 439X,Landcruiser,Fuel Pump,Fuel System,Aeolus,13378.94,2025-03-30,Overheating
KCH 904B,Landcruiser,Hydraulic Pump,Hydraulics,Aeolus,11126.8,2024-12-16,Brake failure
KCH 904B,Landcruiser,Oil Filter,Engine,Aeolus,8773.06,2025-01-12,Oil leak
KCH 904B,Landcruiser,Radiator,Cooling System,DieselParts,3727.5,2025-01-19,Oil leak
KCH 904B,Landcruiser,Tyre,Wheels,BKT,9644.8,2025-06-07,Brake failure
KCH 904B,Landcruiser,Alternator,Electrical,TurboTraders,6700.14,2024-06-18,Overheating
KCH 904B,Landcruiser,Radiator,Cooling System,BKT,13925.53,2025-01-21,Low power
KDJ 339Y,Landcruiser,Fuel Pump,Fuel System,JKT,2228.15,2025-03-21,Brake failure
KDJ 339Y,Landcruiser,Tyre,Wheels,Gallant,2086.43,2025-03-04,Overheating
KDJ 339Y,Landcruiser,Radiator,Cooling System,MechWorks,13090.64,2025-02-06,Low power
KDJ 339Y,Landcruiser,Battery,Electrical,AutoPro Ltd,8257.83,2025-05-13,Tyre worn out
KDJ 339Y,Landcruiser,Tyre,Wheels,Goodyear,2731.85,2024-12-25,Hydraulic issue
KDJ 339Y,Landcruiser,Tyre,Wheels,Aeolus,9131.71,2024-12-19,Tyre worn out
KDJ 339Y,Landcruiser,Battery,Electrical,Gallant,2506.24,2024-08-24,Low power
KDM 134D,Landcruiser,Oil Filter,Engine,HeavyDuty Supplies,1706.01,2025-04-05,Oil leak
KDM 134D,Landcruiser,Alternator,Electrical,MechWorks,10007.55,2025-02-05,Battery issue
KDM 134D,Landcruiser,Tyre,Wheels,JKT,14619.0,2024-08-06,Brake failure
KDM 134D,Landcruiser,Alternator,Electrical,TechFix,8224.6,2024-11-09,Routine service
KDG 827K,Landcruiser,Hydraulic Pump,Hydraulics,AutoPro Ltd,8346.15,2025-05-20,Overheating
KDG 827K,Landcruiser,Oil Filter,Engine,Gallant,10606.01,2025-02-06,Hydraulic issue
KDG 827K,Landcruiser,Alternator,Electrical,Gallant,8464.02,2025-02-24,Hydraulic issue
KDG 827K,Landcruiser,Brake Pads,Braking System,HeavyDuty Supplies,8412.77,2025-01-27,Low power
KDG 827K,Landcruiser,Hydraulic Pump,Hydraulics,BKT,5918.82,2024-09-06,Low power
KDG 827K,Landcruiser,Spark Plug,Ignition,TurboTraders,4269.17,2025-05-31,Brake failure
KDG 827K,Landcruiser,Brake Pads,Braking System,FarmEquip Co,7800.48,2024-07-08,Battery issue
KDG 827K,Landcruiser,Spark Plug,Ignition,JKT,6942.59,2025-05-16,Electrical fault
KDJ 284K,Landcruiser,Spark Plug,Ignition,JKT,8132.91,2024-11-23,Overheating
KDJ 284K,Landcruiser,Fuel Pump,Fuel System,PartsPlus,4842.62,2025-05-01,Tyre worn out
KDJ 284K,Landcruiser,Hydraulic Pump,Hydraulics,PartsPlus,14668.37,2024-10-09,Routine service
KDJ 284K,Landcruiser,Hydraulic Pump,Hydraulics,FarmEquip Co,14011.11,2024-09-25,Engine noise
KDJ 284K,Landcruiser,Alternator,Electrical,PartsPlus,1736.16,2025-06-09,Electrical fault
KDJ 284K,Landcruiser,Hydraulic Pump,Hydraulics,BKT,10166.89,2024-07-16,Electrical fault
KDJ 284K,Landcruiser,Spark Plug,Ignition,MechWorks,3233.48,2025-06-08,Overheating
KCN 250J,Landcruiser,Fuel Pump,Fuel System,Gallant,2198.46,2025-03-13,Electrical fault
KCN 250J,Landcruiser,Oil Filter,Engine,TechFix,14451.19,2025-04-26,Brake failure
KCN 250J,Landcruiser,Fuel Pump,Fuel System,SpareHub,2620.74,2025-02-16,Oil leak
KCN 250J,Landcruiser,Battery,Electrical,Aeolus,3689.17,2024-06-26,Brake failure
KBX 685D,Landcruiser,Alternator,Electrical,HeavyDuty Supplies,1971.05,2025-03-13,Tyre worn out
KBX 685D,Landcruiser,Fuel Pump,Fuel System,PartsPlus,7963.78,2024-11-14,Low power
KBX 685D,Landcruiser,Brake Pads,Braking System,Gallant,7186.3,2025-06-10,Low power
KBX 685D,Landcruiser,Fuel Pump,Fuel System,SpareHub,4014.18,2024-11-18,Routine service
KDM 788S,Landcruiser,Radiator,Cooling System,PowerAuto,10808.74,2024-07-01,Hydraulic issue
KDM 788S,Landcruiser,Hydraulic Pump,Hydraulics,Goodyear,3984.37,2025-02-02,Overheating
KDM 788S,Landcruiser,Hydraulic Pump,Hydraulics,TechFix,11123.71,2025-05-27,Oil leak
KDM 788S,Landcruiser,Spark Plug,Ignition,HeavyDuty Supplies,9300.87,2024-08-09,Tyre worn out
KDM 788S,Landcruiser,Radiator,Cooling System,SpareHub,5023.44,2024-07-01,Electrical fault
KBZ 336G,Landcruiser,Oil Filter,Engine,HeavyDuty Supplies,13323.63,2024-08-29,Low power
KBZ 336G,Landcruiser,Battery,Electrical,JKT,4675.34,2024-10-05,Brake failure
KBZ 336G,Landcruiser,Spark Plug,Ignition,Goodyear,13668.04,2024-11-04,Brake failure
KBZ 336G,Landcruiser,Alternator,Electrical,TechFix,6711.63,2024-07-24,Routine service
KBZ 336G,Landcruiser,Battery,Electrical,PowerAuto,4726.0,2024-07-16,Overheating
KBZ 336G,Landcruiser,Alternator,Electrical,AutoPro Ltd,7867.04,2024-12-12,Brake failure
KBZ 336G,Landcruiser,Spark Plug,Ignition,HeavyDuty Supplies,11149.37,2025-01-02,Overheating
KDL 228R,Landcruiser,Tyre,Wheels,Aeolus,6611.14,2024-07-10,Hydraulic issue
KDL 228R,Landcruiser,Spark Plug,Ignition,PartsPlus,12998.12,2024-07-04,Engine noise
KDL 228R,Landcruiser,Fuel Pump,Fuel System,AutoPro Ltd,13771.79,2024-12-03,Engine noise
KDL 228R,Landcruiser,Fuel Pump,Fuel System,DieselParts,4626.95,2025-04-04,Brake failure
KDL 228R,Landcruiser,Tyre,Wheels,JKT,8141.21,2024-10-24,Battery issue
KDL 228R,Landcruiser,Brake Pads,Braking System,MechWorks,12498.49,2024-11-27,Low power
KBX 794Z,Landcruiser,Radiator,Cooling System,PowerAuto,13270.59,2024-07-22,Low power
KBX 794Z,Landcruiser,Air Filter,Air Intake,JKT,14094.53,2025-02-22,Routine service
KBX 794Z,Landcruiser,Alternator,Electrical,Gallant,11150.91,2025-03-10,Routine service
KBX 794Z,Landcruiser,Brake Pads,Braking System,DieselParts,14296.81,2025-01-17,Routine service
KBX 794Z,Landcruiser,Air Filter,Air Intake,FarmEquip Co,4262.95,2024-09-07,Hydraulic issue
KDL 283D,Heavy Machinery,Spark Plug,Ignition,JKT,6071.78,2025-06-16,Battery issue
KDL 283D,Heavy Machinery,Brake Pads,Braking System,DieselParts,4311.99,2024-12-25,Hydraulic issue
KDL 283D,Heavy Machinery,Radiator,Cooling System,HeavyDuty Supplies,11317.29,2025-01-14,Overheating
KDL 283D,Heavy Machinery,Hydraulic Pump,Hydraulics,JKT,10264.98,2024-06-21,Electrical fault
KBN 432M,Heavy Machinery,Battery,Electrical,MechWorks,5859.13,2024-07-26,Brake failure
KBN 432M,Heavy Machinery,Battery,Electrical,Aeolus,14450.66,2024-06-27,Battery issue
